Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Node11px 	 Node11py 	 Node11pz 	 Node12px 	 Node12py 	 Node12pz 	 Node13px 	 Node13py 	 Node13pz 	 Node14px 	 Node14py 	 Node14pz 	 Node15px 	 Node15py 	 Node15pz 	 Node16px 	 Node16py 	 Node16pz 	 Node17px 	 Node17py 	 Node17pz 	 Node18px 	 Node18py 	 Node18pz 	 Node19px 	 Node19py 	 Node19pz 	 Node20px 	 Node20py 	 Node20pz 	 Node21px 	 Node21py 	 Node21pz 	 Node22px 	 Node22py 	 Node22pz 	 Node23px 	 Node23py 	 Node23pz 	 Node24px 	 Node24py 	 Node24pz 	 Node25px 	 Node25py 	 Node25pz 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 Seg10Te 	 Seg11Te 	 Seg12Te 	 Seg13Te 	 Seg14Te 	 Seg15Te 	 Seg16Te 	 Seg17Te 	 Seg18Te 	 Seg19Te 	 Seg20Te 	 Seg21Te 	 Seg22Te 	 Seg23Te 	 Seg24Te 	 Seg25Te 	 
1	 -0.603547	 0	 -0.991227	 -0.725725	 0	 -0.991227	 -0.847903	 0	 -0.991227	 -0.970081	 0	 -0.991227	 -1.09226	 0	 -0.991227	 -1.21444	 0	 -0.991227	 -1.33662	 0	 -0.991227	 -1.45879	 0	 -0.991227	 -1.58097	 0	 -0.991227	 -1.70315	 0	 -0.991227	 -1.82533	 0	 -0.991227	 -1.94751	 0	 -0.991227	 -2.06968	 0	 -0.991227	 -2.19186	 0	 -0.991227	 -2.31404	 0	 -0.991227	 -2.43622	 0	 -0.991227	 -2.5584	 0	 -0.991227	 -2.68058	 0	 -0.991227	 -2.80275	 0	 -0.991227	 -2.92493	 0	 -0.991227	 -3.04711	 0	 -0.991227	 -3.16929	 0	 -0.991227	 -3.29147	 0	 -0.991227	 -3.41364	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 73.0207	 73.0211	 73.0214	 73.0218	 73.0221	 73.0224	 73.0228	 73.023	 73.0233	 73.0236	 73.0238	 73.024	 73.0242	 73.0244	 73.0246	 73.0248	 73.0249	 73.025	 73.0251	 73.0252	 73.0253	 73.0253	 73.0254	 73.0254	 73.0255	 
1.1	 -0.603537	 0	 -0.991227	 -0.725715	 0	 -0.991227	 -0.847894	 0	 -0.991227	 -0.970072	 0	 -0.991227	 -1.09225	 0	 -0.991227	 -1.21443	 0	 -0.991227	 -1.33661	 0	 -0.991227	 -1.45879	 0	 -0.991227	 -1.58096	 0	 -0.991227	 -1.70314	 0	 -0.991227	 -1.82532	 0	 -0.991227	 -1.9475	 0	 -0.991227	 -2.06968	 0	 -0.991227	 -2.19186	 0	 -0.991227	 -2.31404	 0	 -0.991227	 -2.43621	 0	 -0.991227	 -2.55839	 0	 -0.991227	 -2.68057	 0	 -0.991227	 -2.80275	 0	 -0.991227	 -2.92493	 0	 -0.991227	 -3.04711	 0	 -0.991227	 -3.16929	 0	 -0.991227	 -3.29146	 0	 -0.991227	 -3.41364	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 73.0513	 73.0511	 73.0509	 73.0507	 73.0505	 73.0504	 73.0502	 73.0501	 73.0501	 73.05	 73.05	 73.0499	 73.0499	 73.0499	 73.05	 73.05	 73.05	 73.05	 73.0501	 73.0501	 73.0501	 73.0502	 73.0502	 73.0502	 73.0503	 
1.2	 -0.603518	 0	 -0.991227	 -0.725698	 0	 -0.991227	 -0.847877	 0	 -0.991227	 -0.970056	 0	 -0.991227	 -1.09224	 0	 -0.991227	 -1.21441	 0	 -0.991227	 -1.33659	 0	 -0.991227	 -1.45877	 0	 -0.991227	 -1.58095	 0	 -0.991227	 -1.70313	 0	 -0.991227	 -1.82531	 0	 -0.991227	 -1.94749	 0	 -0.991227	 -2.06967	 0	 -0.991227	 -2.19185	 0	 -0.991227	 -2.31403	 0	 -0.991227	 -2.43621	 0	 -0.991227	 -2.55839	 0	 -0.991227	 -2.68057	 0	 -0.991227	 -2.80275	 0	 -0.991227	 -2.92492	 0	 -0.991227	 -3.0471	 0	 -0.991227	 -3.16928	 0	 -0.991227	 -3.29146	 0	 -0.991227	 -3.41364	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 73.0957	 73.0957	 73.0957	 73.0957	 73.0957	 73.0957	 73.0957	 73.0957	 73.0956	 73.0956	 73.0956	 73.0955	 73.0955	 73.0954	 73.0954	 73.0954	 73.0953	 73.0953	 73.0952	 73.0952	 73.0952	 73.0951	 73.0951	 73.0951	 73.0952	 
1.3	 -0.603506	 0	 -0.991227	 -0.725686	 0	 -0.991227	 -0.847866	 0	 -0.991227	 -0.970046	 0	 -0.991227	 -1.09223	 0	 -0.991227	 -1.2144	 0	 -0.991227	 -1.33658	 0	 -0.991227	 -1.45876	 0	 -0.991227	 -1.58094	 0	 -0.991227	 -1.70312	 0	 -0.991227	 -1.8253	 0	 -0.991227	 -1.94748	 0	 -0.991227	 -2.06966	 0	 -0.991227	 -2.19184	 0	 -0.991227	 -2.31402	 0	 -0.991227	 -2.4362	 0	 -0.991227	 -2.55838	 0	 -0.991227	 -2.68056	 0	 -0.991227	 -2.80274	 0	 -0.991227	 -2.92492	 0	 -0.991227	 -3.0471	 0	 -0.991227	 -3.16928	 0	 -0.991227	 -3.29146	 0	 -0.991227	 -3.41364	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 73.1232	 73.1234	 73.1236	 73.1238	 73.124	 73.1242	 73.1244	 73.1246	 73.1247	 73.1249	 73.1251	 73.1252	 73.1254	 73.1255	 73.1256	 73.1258	 73.1259	 73.126	 73.1261	 73.1261	 73.1262	 73.1263	 73.1263	 73.1263	 73.1264	 
1.4	 -0.603505	 0	 -0.991227	 -0.725685	 0	 -0.991227	 -0.847864	 0	 -0.991227	 -0.970044	 0	 -0.991227	 -1.09222	 0	 -0.991227	 -1.2144	 0	 -0.991227	 -1.33658	 0	 -0.991227	 -1.45876	 0	 -0.991227	 -1.58094	 0	 -0.991227	 -1.70312	 0	 -0.991227	 -1.8253	 0	 -0.991227	 -1.94748	 0	 -0.991227	 -2.06966	 0	 -0.991227	 -2.19184	 0	 -0.991227	 -2.31402	 0	 -0.991227	 -2.4362	 0	 -0.991227	 -2.55838	 0	 -0.991227	 -2.68056	 0	 -0.991227	 -2.80274	 0	 -0.991227	 -2.92492	 0	 -0.991227	 -3.0471	 0	 -0.991227	 -3.16928	 0	 -0.991227	 -3.29146	 0	 -0.991227	 -3.41364	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 73.1247	 73.1252	 73.1257	 73.1261	 73.1266	 73.127	 73.1274	 73.1278	 73.1282	 73.1285	 73.1289	 73.1292	 73.1295	 73.1298	 73.1301	 73.1303	 73.1306	 73.1308	 73.131	 73.1311	 73.1312	 73.1313	 73.1314	 73.1315	 73.1316	 
1.5	 -0.603521	 0	 -0.991227	 -0.7257	 0	 -0.991227	 -0.847879	 0	 -0.991227	 -0.970059	 0	 -0.991227	 -1.09224	 0	 -0.991227	 -1.21442	 0	 -0.991227	 -1.3366	 0	 -0.991227	 -1.45878	 0	 -0.991227	 -1.58095	 0	 -0.991227	 -1.70313	 0	 -0.991227	 -1.82531	 0	 -0.991227	 -1.94749	 0	 -0.991227	 -2.06967	 0	 -0.991227	 -2.19185	 0	 -0.991227	 -2.31403	 0	 -0.991227	 -2.43621	 0	 -0.991227	 -2.55839	 0	 -0.991227	 -2.68057	 0	 -0.991227	 -2.80275	 0	 -0.991227	 -2.92493	 0	 -0.991227	 -3.0471	 0	 -0.991227	 -3.16928	 0	 -0.991227	 -3.29146	 0	 -0.991227	 -3.41364	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 73.0903	 73.0902	 73.09	 73.0899	 73.0898	 73.0896	 73.0895	 73.0893	 73.0892	 73.089	 73.0889	 73.0887	 73.0886	 73.0884	 73.0883	 73.0882	 73.0881	 73.0879	 73.0878	 73.0878	 73.0877	 73.0876	 73.0876	 73.0876	 73.0876	 
1.6	 -0.603546	 0	 -0.991227	 -0.725724	 0	 -0.991227	 -0.847902	 0	 -0.991227	 -0.97008	 0	 -0.991227	 -1.09226	 0	 -0.991227	 -1.21444	 0	 -0.991227	 -1.33661	 0	 -0.991227	 -1.45879	 0	 -0.991227	 -1.58097	 0	 -0.991227	 -1.70315	 0	 -0.991227	 -1.82533	 0	 -0.991227	 -1.94751	 0	 -0.991227	 -2.06968	 0	 -0.991227	 -2.19186	 0	 -0.991227	 -2.31404	 0	 -0.991227	 -2.43622	 0	 -0.991227	 -2.5584	 0	 -0.991227	 -2.68057	 0	 -0.991227	 -2.80275	 0	 -0.991227	 -2.92493	 0	 -0.991227	 -3.04711	 0	 -0.991227	 -3.16929	 0	 -0.991227	 -3.29147	 0	 -0.991227	 -3.41364	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 73.0307	 73.0304	 73.0302	 73.0299	 73.0297	 73.0294	 73.0291	 73.0289	 73.0286	 73.0284	 73.0281	 73.0279	 73.0277	 73.0275	 73.0273	 73.0271	 73.0269	 73.0267	 73.0266	 73.0265	 73.0264	 73.0263	 73.0262	 73.0262	 73.0262	 
1.7	 -0.603564	 0	 -0.991227	 -0.725741	 0	 -0.991227	 -0.847919	 0	 -0.991227	 -0.970096	 0	 -0.991227	 -1.09227	 0	 -0.991227	 -1.21445	 0	 -0.991227	 -1.33663	 0	 -0.991227	 -1.45881	 0	 -0.991227	 -1.58098	 0	 -0.991227	 -1.70316	 0	 -0.991227	 -1.82534	 0	 -0.991227	 -1.94752	 0	 -0.991227	 -2.06969	 0	 -0.991227	 -2.19187	 0	 -0.991227	 -2.31405	 0	 -0.991227	 -2.43623	 0	 -0.991227	 -2.5584	 0	 -0.991227	 -2.68058	 0	 -0.991227	 -2.80276	 0	 -0.991227	 -2.92494	 0	 -0.991227	 -3.04711	 0	 -0.991227	 -3.16929	 0	 -0.991227	 -3.29147	 0	 -0.991227	 -3.41365	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 72.9863	 72.986	 72.9857	 72.9854	 72.9851	 72.9848	 72.9845	 72.9842	 72.9839	 72.9837	 72.9834	 72.9832	 72.9829	 72.9827	 72.9825	 72.9824	 72.9822	 72.9821	 72.9819	 72.9818	 72.9817	 72.9817	 72.9816	 72.9816	 72.9816	 
1.8	 -0.603561	 0	 -0.991227	 -0.725739	 0	 -0.991227	 -0.847916	 0	 -0.991227	 -0.970094	 0	 -0.991227	 -1.09227	 0	 -0.991227	 -1.21445	 0	 -0.991227	 -1.33663	 0	 -0.991227	 -1.4588	 0	 -0.991227	 -1.58098	 0	 -0.991227	 -1.70316	 0	 -0.991227	 -1.82534	 0	 -0.991227	 -1.94751	 0	 -0.991227	 -2.06969	 0	 -0.991227	 -2.19187	 0	 -0.991227	 -2.31405	 0	 -0.991227	 -2.43622	 0	 -0.991227	 -2.5584	 0	 -0.991227	 -2.68058	 0	 -0.991227	 -2.80276	 0	 -0.991227	 -2.92493	 0	 -0.991227	 -3.04711	 0	 -0.991227	 -3.16929	 0	 -0.991227	 -3.29147	 0	 -0.991227	 -3.41365	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 72.9909	 72.9907	 72.9905	 72.9902	 72.99	 72.9898	 72.9897	 72.9895	 72.9893	 72.9892	 72.989	 72.9889	 72.9888	 72.9886	 72.9885	 72.9885	 72.9884	 72.9883	 72.9882	 72.9882	 72.9881	 72.9881	 72.9881	 72.9881	 72.9882	 
1.9	 -0.603548	 0	 -0.991227	 -0.725726	 0	 -0.991227	 -0.847904	 0	 -0.991227	 -0.970082	 0	 -0.991227	 -1.09226	 0	 -0.991227	 -1.21444	 0	 -0.991227	 -1.33662	 0	 -0.991227	 -1.45879	 0	 -0.991227	 -1.58097	 0	 -0.991227	 -1.70315	 0	 -0.991227	 -1.82533	 0	 -0.991227	 -1.94751	 0	 -0.991227	 -2.06969	 0	 -0.991227	 -2.19186	 0	 -0.991227	 -2.31404	 0	 -0.991227	 -2.43622	 0	 -0.991227	 -2.5584	 0	 -0.991227	 -2.68058	 0	 -0.991227	 -2.80275	 0	 -0.991227	 -2.92493	 0	 -0.991227	 -3.04711	 0	 -0.991227	 -3.16929	 0	 -0.991227	 -3.29147	 0	 -0.991227	 -3.41364	 0	 -0.991225	 -3.53582	 0	 -0.991204	 -3.658	 0	 -0.991	 73.0214	 73.0214	 73.0214	 73.0214	 73.0214	 73.0214	 73.0214	 73.0214	 73.0214	 73.0214	 73.0214	 73.0214	 73.0214	 73.0215	 73.0215	 73.0215	 73.0215	 73.0215	 73.0215	 73.0215	 73.0215	 73.0215	 73.0215	 73.0215	 73.0216	 
