Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 ANCHTEN1	 ANCHTEN2	 ANCHTEN3	 
66.7	 73.0707	 45.7068	 45.7068	 73.0626	 45.6947	 45.6947	 
66.8	 73.0628	 45.7128	 45.7128	 73.054	 45.7013	 45.7013	 
66.9	 73.0497	 45.7237	 45.7237	 73.042	 45.7114	 45.7114	 
67	 73.0416	 45.7307	 45.7307	 73.0341	 45.7182	 45.7182	 
67.1	 73.0455	 45.7273	 45.7273	 73.0381	 45.7147	 45.7147	 
67.2	 73.058	 45.7167	 45.7167	 73.05	 45.7046	 45.7046	 
67.3	 73.0704	 45.7069	 45.7069	 73.0619	 45.6952	 45.6952	 
67.4	 73.0779	 45.7015	 45.7015	 73.069	 45.6901	 45.6901	 
67.5	 73.0767	 45.7026	 45.7026	 73.0682	 45.6909	 45.6909	 
67.6	 73.0716	 45.7061	 45.7061	 73.0627	 45.6947	 45.6947	 
67.7	 73.0633	 45.7124	 45.7124	 73.0544	 45.701	 45.701	 
67.8	 73.0514	 45.7224	 45.7224	 73.0428	 45.7108	 45.7108	 
67.9	 73.042	 45.7304	 45.7304	 73.0343	 45.718	 45.718	 
68	 73.0452	 45.7275	 45.7275	 73.0377	 45.715	 45.715	 
68.1	 73.0574	 45.7172	 45.7172	 73.049	 45.7054	 45.7054	 
68.2	 73.0697	 45.7075	 45.7075	 73.0613	 45.6957	 45.6957	 
68.3	 73.0778	 45.7015	 45.7015	 73.0686	 45.6904	 45.6904	 
68.4	 73.0767	 45.7026	 45.7026	 73.0682	 45.6909	 45.6909	 
68.5	 73.0716	 45.7061	 45.7061	 73.0633	 45.6943	 45.6943	 
68.6	 73.0632	 45.7125	 45.7125	 73.0551	 45.7005	 45.7005	 
68.7	 73.052	 45.7218	 45.7218	 73.0441	 45.7096	 45.7096	 
68.8	 73.0419	 45.7304	 45.7304	 73.0348	 45.7176	 45.7176	 
68.9	 73.0446	 45.728	 45.728	 73.0376	 45.7152	 45.7152	 
69	 73.0562	 45.7181	 45.7181	 73.0484	 45.7059	 45.7059	 
69.1	 73.0688	 45.7081	 45.7081	 73.0607	 45.6961	 45.6961	 
69.2	 73.0772	 45.702	 45.702	 73.0683	 45.6906	 45.6906	 
69.3	 73.0767	 45.7026	 45.7026	 73.0684	 45.6907	 45.6907	 
69.4	 73.072	 45.7058	 45.7058	 73.0634	 45.6942	 45.6942	 
69.5	 73.0637	 45.7121	 45.7121	 73.0555	 45.7001	 45.7001	 
69.6	 73.0533	 45.7207	 45.7207	 73.0449	 45.709	 45.709	 
69.7	 73.0426	 45.7299	 45.7299	 73.0353	 45.7171	 45.7171	 
69.8	 73.045	 45.7277	 45.7277	 73.0368	 45.7158	 45.7158	 
69.9	 73.0555	 45.7188	 45.7188	 73.0476	 45.7066	 45.7066	 
70	 73.0685	 45.7083	 45.7083	 73.0598	 45.6967	 45.6967	 
70.1	 73.0768	 45.7022	 45.7022	 73.0677	 45.691	 45.691	 
70.2	 73.0771	 45.7022	 45.7022	 73.0684	 45.6907	 45.6907	 
70.3	 73.0723	 45.7057	 45.7057	 73.0636	 45.6941	 45.6941	 
70.4	 73.0642	 45.7117	 45.7117	 73.056	 45.6997	 45.6997	 
70.5	 73.054	 45.7202	 45.7202	 73.0457	 45.7083	 45.7083	 
70.6	 73.043	 45.7295	 45.7295	 73.036	 45.7166	 45.7166	 
70.7	 73.0444	 45.7282	 45.7282	 73.0366	 45.716	 45.716	 
70.8	 73.0548	 45.7193	 45.7193	 73.0466	 45.7074	 45.7074	 
70.9	 73.0678	 45.7089	 45.7089	 73.0592	 45.6972	 45.6972	 
71	 73.0761	 45.7028	 45.7028	 73.0674	 45.6912	 45.6912	 
71.1	 73.0773	 45.7021	 45.7021	 73.0686	 45.6906	 45.6906	 
71.2	 73.0722	 45.7057	 45.7057	 73.0638	 45.6939	 45.6939	 
71.3	 73.0647	 45.7113	 45.7113	 73.0565	 45.6993	 45.6993	 
71.4	 73.0546	 45.7196	 45.7196	 73.0465	 45.7076	 45.7076	 
71.5	 73.044	 45.7286	 45.7286	 73.0366	 45.7161	 45.7161	 
71.6	 73.0441	 45.7285	 45.7285	 73.0362	 45.7163	 45.7163	 
71.7	 73.0542	 45.7198	 45.7198	 73.046	 45.7079	 45.7079	 
71.8	 73.067	 45.7095	 45.7095	 73.0584	 45.6978	 45.6978	 
71.9	 73.0754	 45.7033	 45.7033	 73.0671	 45.6914	 45.6914	 
72	 73.0772	 45.7022	 45.7022	 73.0688	 45.6904	 45.6904	 
72.1	 73.072	 45.7059	 45.7059	 73.0643	 45.6936	 45.6936	 
72.2	 73.0653	 45.7108	 45.7108	 73.057	 45.6989	 45.6989	 
72.3	 73.0552	 45.7191	 45.7191	 73.047	 45.7071	 45.7071	 
72.4	 73.0447	 45.728	 45.728	 73.0375	 45.7153	 45.7153	 
72.5	 73.0435	 45.7289	 45.7289	 73.0359	 45.7165	 45.7165	 
72.6	 73.0534	 45.7205	 45.7205	 73.0455	 45.7084	 45.7084	 
72.7	 73.0662	 45.7101	 45.7101	 73.0575	 45.6985	 45.6985	 
72.8	 73.075	 45.7035	 45.7035	 73.0666	 45.6917	 45.6917	 
72.9	 73.0773	 45.702	 45.702	 73.0686	 45.6905	 45.6905	 
73	 73.0726	 45.7055	 45.7055	 73.0643	 45.6936	 45.6936	 
73.1	 73.0661	 45.7102	 45.7102	 73.0572	 45.6988	 45.6988	 
73.2	 73.0561	 45.7183	 45.7183	 73.0475	 45.7067	 45.7067	 
73.3	 73.0461	 45.7269	 45.7269	 73.0379	 45.715	 45.715	 
73.4	 73.0432	 45.7292	 45.7292	 73.0357	 45.7167	 45.7167	 
73.5	 73.0532	 45.7207	 45.7207	 73.0446	 45.709	 45.709	 
73.6	 73.0653	 45.7108	 45.7108	 73.0568	 45.6991	 45.6991	 
73.7	 73.0749	 45.7036	 45.7036	 73.0661	 45.6921	 45.6921	 
73.8	 73.0771	 45.7022	 45.7022	 73.0686	 45.6905	 45.6905	 
73.9	 73.0727	 45.7054	 45.7054	 73.0647	 45.6933	 45.6933	 
74	 73.0661	 45.7102	 45.7102	 73.0577	 45.6984	 45.6984	 
74.1	 73.0565	 45.718	 45.718	 73.0483	 45.706	 45.706	 
74.2	 73.0466	 45.7264	 45.7264	 73.0387	 45.7143	 45.7143	 
74.3	 73.0427	 45.7296	 45.7296	 73.0358	 45.7166	 45.7166	 
74.4	 73.0521	 45.7216	 45.7216	 73.0443	 45.7094	 45.7094	 
74.5	 73.0642	 45.7117	 45.7117	 73.0562	 45.6996	 45.6996	 
74.6	 73.0741	 45.7042	 45.7042	 73.0659	 45.6923	 45.6923	 
74.7	 73.077	 45.7023	 45.7023	 73.0684	 45.6906	 45.6906	 
74.8	 73.0731	 45.7051	 45.7051	 73.065	 45.6931	 45.6931	 
74.9	 73.0664	 45.7099	 45.7099	 73.058	 45.6982	 45.6982	 
75	 73.0575	 45.7172	 45.7172	 73.0489	 45.7055	 45.7055	 
75.1	 73.0475	 45.7257	 45.7257	 73.0393	 45.7137	 45.7137	 
75.2	 73.0431	 45.7293	 45.7293	 73.0357	 45.7167	 45.7167	 
75.3	 73.0514	 45.7221	 45.7221	 73.0435	 45.71	 45.71	 
75.4	 73.0636	 45.7122	 45.7122	 73.0555	 45.7001	 45.7001	 
75.5	 73.074	 45.7042	 45.7042	 73.0651	 45.6928	 45.6928	 
75.6	 73.077	 45.7022	 45.7022	 73.0682	 45.6908	 45.6908	 
75.7	 73.0737	 45.7046	 45.7046	 73.0651	 45.693	 45.693	 
75.8	 73.0666	 45.7098	 45.7098	 73.0583	 45.698	 45.698	 
75.9	 73.0581	 45.7167	 45.7167	 73.0497	 45.7049	 45.7049	 
76	 73.0479	 45.7253	 45.7253	 73.0399	 45.7132	 45.7132	 
76.1	 73.0431	 45.7293	 45.7293	 73.0359	 45.7165	 45.7165	 
76.2	 73.0507	 45.7228	 45.7228	 73.0427	 45.7107	 45.7107	 
76.3	 73.0629	 45.7127	 45.7127	 73.0549	 45.7006	 45.7006	 
76.4	 73.0734	 45.7047	 45.7047	 73.0645	 45.6933	 45.6933	 
76.5	 73.0768	 45.7023	 45.7023	 73.0682	 45.6908	 45.6908	 
76.6	 73.0741	 45.7043	 45.7043	 73.0652	 45.693	 45.693	 
76.7	 73.0669	 45.7096	 45.7096	 73.0586	 45.6977	 45.6977	 
76.8	 73.0587	 45.7162	 45.7162	 73.0504	 45.7043	 45.7043	 
76.9	 73.0486	 45.7247	 45.7247	 73.0406	 45.7126	 45.7126	 
77	 73.0436	 45.7289	 45.7289	 73.0361	 45.7164	 45.7164	 
77.1	 73.0497	 45.7236	 45.7236	 73.042	 45.7112	 45.7112	 
77.2	 73.0625	 45.713	 45.713	 73.0541	 45.7013	 45.7013	 
77.3	 73.0724	 45.7054	 45.7054	 73.0641	 45.6935	 45.6935	 
77.4	 73.0767	 45.7024	 45.7024	 73.0681	 45.6908	 45.6908	 
77.5	 73.0741	 45.7044	 45.7044	 73.0655	 45.6927	 45.6927	 
77.6	 73.0671	 45.7095	 45.7095	 73.0591	 45.6973	 45.6973	 
77.7	 73.0591	 45.7158	 45.7158	 73.051	 45.7038	 45.7038	 
77.8	 73.049	 45.7244	 45.7244	 73.0415	 45.7119	 45.7119	 
77.9	 73.0437	 45.7288	 45.7288	 73.0364	 45.7161	 45.7161	 
78	 73.0489	 45.7243	 45.7243	 73.0413	 45.7118	 45.7118	 
78.1	 73.0619	 45.7135	 45.7135	 73.0535	 45.7018	 45.7018	 
78.2	 73.0719	 45.7058	 45.7058	 73.0633	 45.6941	 45.6941	 
78.3	 73.0768	 45.7023	 45.7023	 73.068	 45.6909	 45.6909	 
78.4	 73.0744	 45.7042	 45.7042	 73.0656	 45.6927	 45.6927	 
78.5	 73.0677	 45.709	 45.709	 73.0595	 45.6971	 45.6971	 
78.6	 73.0599	 45.7152	 45.7152	 73.0512	 45.7036	 45.7036	 
78.7	 73.05	 45.7235	 45.7235	 73.0421	 45.7113	 45.7113	 
78.8	 73.0442	 45.7284	 45.7284	 73.0366	 45.716	 45.716	 
78.9	 73.0486	 45.7245	 45.7245	 73.0406	 45.7124	 45.7124	 
79	 73.0615	 45.7138	 45.7138	 73.0525	 45.7025	 45.7025	 
79.1	 73.0714	 45.7061	 45.7061	 73.0627	 45.6946	 45.6946	 
79.2	 73.0766	 45.7025	 45.7025	 73.0679	 45.6909	 45.6909	 
79.3	 73.0742	 45.7043	 45.7043	 73.0659	 45.6925	 45.6925	 
79.4	 73.0681	 45.7087	 45.7087	 73.0599	 45.6968	 45.6968	 
79.5	 73.0599	 45.7151	 45.7151	 73.0519	 45.7031	 45.7031	 
79.6	 73.0507	 45.7229	 45.7229	 73.0428	 45.7107	 45.7107	 
79.7	 73.0444	 45.7283	 45.7283	 73.0368	 45.7158	 45.7158	 
79.8	 73.0477	 45.7253	 45.7253	 73.0405	 45.7126	 45.7126	 
79.9	 73.0604	 45.7147	 45.7147	 73.0518	 45.7031	 45.7031	 
80	 73.0706	 45.7067	 45.7067	 73.0624	 45.6948	 45.6948	 
80.1	 73.0762	 45.7028	 45.7028	 73.0677	 45.691	 45.691	 
80.2	 73.0742	 45.7043	 45.7043	 73.0662	 45.6922	 45.6922	 
80.3	 73.0685	 45.7084	 45.7084	 73.0602	 45.6965	 45.6965	 
80.4	 73.0605	 45.7147	 45.7147	 73.0522	 45.7028	 45.7028	 
80.5	 73.0517	 45.7221	 45.7221	 73.0434	 45.7102	 45.7102	 
80.6	 73.0447	 45.728	 45.728	 73.037	 45.7156	 45.7156	 
80.7	 73.0475	 45.7254	 45.7254	 73.04	 45.713	 45.713	 
80.8	 73.0595	 45.7155	 45.7155	 73.051	 45.7038	 45.7038	 
80.9	 73.0704	 45.7069	 45.7069	 73.0618	 45.6953	 45.6953	 
81	 73.0759	 45.7029	 45.7029	 73.0674	 45.6913	 45.6913	 
81.1	 73.0747	 45.7039	 45.7039	 73.0663	 45.6922	 45.6922	 
81.2	 73.0687	 45.7083	 45.7083	 73.0607	 45.6962	 45.6962	 
81.3	 73.0609	 45.7143	 45.7143	 73.0527	 45.7024	 45.7024	 
81.4	 73.0524	 45.7215	 45.7215	 73.044	 45.7097	 45.7097	 
81.5	 73.045	 45.7277	 45.7277	 73.0374	 45.7153	 45.7153	 
81.6	 73.0473	 45.7257	 45.7257	 73.0396	 45.7133	 45.7133	 
81.7	 73.0584	 45.7163	 45.7163	 73.0502	 45.7044	 45.7044	 
81.8	 73.0699	 45.7072	 45.7072	 73.0614	 45.6956	 45.6956	 
81.9	 73.0756	 45.7032	 45.7032	 73.0669	 45.6916	 45.6916	 
82	 73.0749	 45.7038	 45.7038	 73.0665	 45.692	 45.692	 
82.1	 73.0692	 45.7079	 45.7079	 73.0607	 45.6962	 45.6962	 
82.2	 73.0614	 45.7139	 45.7139	 73.0532	 45.702	 45.702	 
82.3	 73.0531	 45.7209	 45.7209	 73.0445	 45.7093	 45.7093	 
82.4	 73.0456	 45.7272	 45.7272	 73.0377	 45.715	 45.715	 
82.5	 73.047	 45.7259	 45.7259	 73.0393	 45.7136	 45.7136	 
82.6	 73.0573	 45.7172	 45.7172	 73.0495	 45.705	 45.705	 
82.7	 73.0694	 45.7077	 45.7077	 73.061	 45.6959	 45.6959	 
82.8	 73.075	 45.7036	 45.7036	 73.0666	 45.6918	 45.6918	 
82.9	 73.0751	 45.7036	 45.7036	 73.0667	 45.6918	 45.6918	 
83	 73.0694	 45.7078	 45.7078	 73.061	 45.6959	 45.6959	 
83.1	 73.0618	 45.7136	 45.7136	 73.0538	 45.7015	 45.7015	 
83.2	 73.0532	 45.7208	 45.7208	 73.0453	 45.7086	 45.7086	 
83.3	 73.0459	 45.7269	 45.7269	 73.0383	 45.7145	 45.7145	 
83.4	 73.0465	 45.7264	 45.7264	 73.039	 45.7138	 45.7138	 
83.5	 73.0564	 45.718	 45.718	 73.0488	 45.7055	 45.7055	 
83.6	 73.0689	 45.708	 45.708	 73.0603	 45.6964	 45.6964	 
83.7	 73.0747	 45.7038	 45.7038	 73.0664	 45.6919	 45.6919	 
83.8	 73.0756	 45.7032	 45.7032	 73.0665	 45.692	 45.692	 
83.9	 73.0698	 45.7075	 45.7075	 73.0613	 45.6958	 45.6958	 
84	 73.0625	 45.713	 45.713	 73.0541	 45.7013	 45.7013	 
84.1	 73.054	 45.7201	 45.7201	 73.0457	 45.7083	 45.7083	 
84.2	 73.0467	 45.7263	 45.7263	 73.0388	 45.7141	 45.7141	 
84.3	 73.0465	 45.7264	 45.7264	 73.0386	 45.7141	 45.7141	 
84.4	 73.056	 45.7183	 45.7183	 73.0479	 45.7063	 45.7063	 
84.5	 73.0683	 45.7084	 45.7084	 73.0596	 45.6969	 45.6969	 
84.6	 73.0746	 45.7038	 45.7038	 73.066	 45.6922	 45.6922	 
84.7	 73.0754	 45.7034	 45.7034	 73.0667	 45.6919	 45.6919	 
84.8	 73.0701	 45.7072	 45.7072	 73.0616	 45.6955	 45.6955	 
84.9	 73.0628	 45.7128	 45.7128	 73.0545	 45.7009	 45.7009	 
85	 73.0543	 45.7198	 45.7198	 73.0463	 45.7077	 45.7077	 
85.1	 73.047	 45.7261	 45.7261	 73.0395	 45.7135	 45.7135	 
85.2	 73.046	 45.7268	 45.7268	 73.0386	 45.7142	 45.7142	 
85.3	 73.0551	 45.719	 45.719	 73.0473	 45.7068	 45.7068	 
85.4	 73.0674	 45.7092	 45.7092	 73.0589	 45.6975	 45.6975	 
85.5	 73.0743	 45.704	 45.704	 73.0659	 45.6923	 45.6923	 
85.6	 73.0752	 45.7035	 45.7035	 73.0667	 45.6919	 45.6919	 
85.7	 73.0705	 45.707	 45.707	 73.0622	 45.6951	 45.6951	 
85.8	 73.0633	 45.7124	 45.7124	 73.0548	 45.7007	 45.7007	 
85.9	 73.0548	 45.7194	 45.7194	 73.047	 45.7071	 45.7071	 
86	 73.0477	 45.7255	 45.7255	 73.0399	 45.7132	 45.7132	 
86.1	 73.0459	 45.7268	 45.7268	 73.0385	 45.7143	 45.7143	 
86.2	 73.0545	 45.7195	 45.7195	 73.0465	 45.7074	 45.7074	 
86.3	 73.0669	 45.7096	 45.7096	 73.0581	 45.6981	 45.6981	 
86.4	 73.0743	 45.704	 45.704	 73.0656	 45.6925	 45.6925	 
86.5	 73.0751	 45.7036	 45.7036	 73.0666	 45.6919	 45.6919	 
86.6	 73.0708	 45.7067	 45.7067	 73.0626	 45.6948	 45.6948	 
86.7	 73.0634	 45.7123	 45.7123	 73.0552	 45.7004	 45.7004	 
86.8	 73.0555	 45.7188	 45.7188	 73.0474	 45.7068	 45.7068	 
86.9	 73.0481	 45.7251	 45.7251	 73.0403	 45.7129	 45.7129	 
87	 73.046	 45.7268	 45.7268	 73.0385	 45.7143	 45.7143	 
87.1	 73.0539	 45.7201	 45.7201	 73.0457	 45.7081	 45.7081	 
87.2	 73.066	 45.7102	 45.7102	 73.0574	 45.6987	 45.6987	 
87.3	 73.0741	 45.7042	 45.7042	 73.0652	 45.6927	 45.6927	 
87.4	 73.0749	 45.7037	 45.7037	 73.0665	 45.692	 45.692	 
87.5	 73.0714	 45.7063	 45.7063	 73.0629	 45.6946	 45.6946	 
87.6	 73.0637	 45.7121	 45.7121	 73.0556	 45.7	 45.7	 
87.7	 73.0564	 45.7181	 45.7181	 73.0479	 45.7064	 45.7064	 
87.8	 73.0487	 45.7246	 45.7246	 73.0406	 45.7126	 45.7126	 
87.9	 73.0462	 45.7266	 45.7266	 73.0385	 45.7143	 45.7143	 
88	 73.053	 45.7208	 45.7208	 73.0451	 45.7086	 45.7086	 
88.1	 73.0652	 45.7109	 45.7109	 73.0568	 45.6991	 45.6991	 
88.2	 73.0737	 45.7044	 45.7044	 73.0649	 45.6929	 45.6929	 
88.3	 73.0748	 45.7038	 45.7038	 73.0665	 45.6919	 45.6919	 
88.4	 73.0714	 45.7063	 45.7063	 73.0634	 45.6942	 45.6942	 
88.5	 73.064	 45.7118	 45.7118	 73.056	 45.6997	 45.6997	 
88.6	 73.0565	 45.7179	 45.7179	 73.0486	 45.7058	 45.7058	 
88.7	 73.049	 45.7244	 45.7244	 73.0411	 45.7122	 45.7122	 
88.8	 73.0462	 45.7266	 45.7266	 73.0387	 45.7142	 45.7142	 
88.9	 73.0522	 45.7215	 45.7215	 73.0445	 45.7091	 45.7091	 
89	 73.0644	 45.7115	 45.7115	 73.0562	 45.6996	 45.6996	 
89.1	 73.0732	 45.7048	 45.7048	 73.0646	 45.6932	 45.6932	 
89.2	 73.0749	 45.7037	 45.7037	 73.0665	 45.692	 45.692	 
89.3	 73.0719	 45.706	 45.706	 73.0634	 45.6942	 45.6942	 
89.4	 73.0646	 45.7114	 45.7114	 73.0565	 45.6994	 45.6994	 
89.5	 73.0573	 45.7173	 45.7173	 73.0488	 45.7056	 45.7056	 
89.6	 73.0497	 45.7237	 45.7237	 73.0415	 45.7118	 45.7118	 
89.7	 73.0467	 45.7262	 45.7262	 73.0386	 45.7142	 45.7142	 
89.8	 73.0517	 45.7218	 45.7218	 73.0438	 45.7097	 45.7097	 
89.9	 73.0638	 45.712	 45.712	 73.0554	 45.7002	 45.7002	 
90	 73.0728	 45.7051	 45.7051	 73.0642	 45.6935	 45.6935	 
90.1	 73.075	 45.7037	 45.7037	 73.0665	 45.692	 45.692	 
90.2	 73.0721	 45.7058	 45.7058	 73.0634	 45.6942	 45.6942	 
90.3	 73.0651	 45.711	 45.711	 73.057	 45.699	 45.699	 
90.4	 73.0575	 45.7171	 45.7171	 73.0492	 45.7052	 45.7052	 
90.5	 73.0502	 45.7234	 45.7234	 73.0421	 45.7113	 45.7113	 
90.6	 73.0465	 45.7264	 45.7264	 73.0388	 45.714	 45.714	 
90.7	 73.051	 45.7224	 45.7224	 73.0434	 45.71	 45.71	 
90.8	 73.0628	 45.7128	 45.7128	 73.0547	 45.7008	 45.7008	 
90.9	 73.0723	 45.7055	 45.7055	 73.0638	 45.6937	 45.6937	 
91	 73.0749	 45.7037	 45.7037	 73.0665	 45.692	 45.692	 
91.1	 73.0721	 45.7058	 45.7058	 73.0637	 45.694	 45.694	 
91.2	 73.0658	 45.7104	 45.7104	 73.0573	 45.6987	 45.6987	 
91.3	 73.0578	 45.7169	 45.7169	 73.0496	 45.7049	 45.7049	 
91.4	 73.0507	 45.7229	 45.7229	 73.0428	 45.7107	 45.7107	 
91.5	 73.0466	 45.7263	 45.7263	 73.039	 45.7139	 45.7139	 
91.6	 73.0507	 45.7227	 45.7227	 73.043	 45.7104	 45.7104	 
91.7	 73.062	 45.7134	 45.7134	 73.0538	 45.7015	 45.7015	 
91.8	 73.0719	 45.7057	 45.7057	 73.0634	 45.694	 45.694	 
91.9	 73.0749	 45.7037	 45.7037	 73.0664	 45.692	 45.692	 
92	 73.0723	 45.7057	 45.7057	 73.0638	 45.694	 45.694	 
92.1	 73.0662	 45.7102	 45.7102	 73.0579	 45.6983	 45.6983	 
92.2	 73.0582	 45.7165	 45.7165	 73.05	 45.7046	 45.7046	 
92.3	 73.0512	 45.7225	 45.7225	 73.0434	 45.7103	 45.7103	 
92.4	 73.0467	 45.7262	 45.7262	 73.0391	 45.7138	 45.7138	 
92.5	 73.0503	 45.7231	 45.7231	 73.0427	 45.7106	 45.7106	 
92.6	 73.0613	 45.714	 45.714	 73.0528	 45.7022	 45.7022	 
92.7	 73.0716	 45.7059	 45.7059	 73.0629	 45.6944	 45.6944	 
92.8	 73.0749	 45.7037	 45.7037	 73.0662	 45.6921	 45.6921	 
92.9	 73.0725	 45.7055	 45.7055	 73.0639	 45.6939	 45.6939	 
93	 73.0668	 45.7097	 45.7097	 73.0581	 45.6981	 45.6981	 
93.1	 73.0587	 45.7161	 45.7161	 73.0504	 45.7042	 45.7042	 
93.2	 73.0519	 45.7218	 45.7218	 73.0437	 45.71	 45.71	 
93.3	 73.0469	 45.7261	 45.7261	 73.0394	 45.7136	 45.7136	 
93.4	 73.05	 45.7233	 45.7233	 73.0422	 45.711	 45.711	 
93.5	 73.0604	 45.7147	 45.7147	 73.0521	 45.7029	 45.7029	 
93.6	 73.0712	 45.7062	 45.7062	 73.0625	 45.6947	 45.6947	 
93.7	 73.0747	 45.7038	 45.7038	 73.0661	 45.6922	 45.6922	 
93.8	 73.0725	 45.7055	 45.7055	 73.0643	 45.6936	 45.6936	 
93.9	 73.0668	 45.7097	 45.7097	 73.0587	 45.6977	 45.6977	 
94	 73.0589	 45.7159	 45.7159	 73.051	 45.7037	 45.7037	 
94.1	 73.0521	 45.7217	 45.7217	 73.0442	 45.7095	 45.7095	 
94.2	 73.0471	 45.7259	 45.7259	 73.0397	 45.7133	 45.7133	 
94.3	 73.0495	 45.7237	 45.7237	 73.042	 45.7112	 45.7112	 
94.4	 73.0595	 45.7154	 45.7154	 73.0514	 45.7034	 45.7034	 
94.5	 73.0707	 45.7066	 45.7066	 73.062	 45.6951	 45.6951	 
94.6	 73.0746	 45.7038	 45.7038	 73.066	 45.6923	 45.6923	 
94.7	 73.0727	 45.7054	 45.7054	 73.0644	 45.6935	 45.6935	 
94.8	 73.0672	 45.7094	 45.7094	 73.059	 45.6975	 45.6975	 
94.9	 73.0597	 45.7153	 45.7153	 73.0514	 45.7034	 45.7034	 
95	 73.0526	 45.7212	 45.7212	 73.0445	 45.7093	 45.7093	 
95.1	 73.0479	 45.7253	 45.7253	 73.0398	 45.7132	 45.7132	 
95.2	 73.0494	 45.7238	 45.7238	 73.0416	 45.7116	 45.7116	 
95.3	 73.0589	 45.7159	 45.7159	 73.0506	 45.704	 45.704	 
95.4	 73.0702	 45.707	 45.707	 73.0613	 45.6956	 45.6956	 
95.5	 73.0746	 45.7039	 45.7039	 73.0659	 45.6923	 45.6923	 
95.6	 73.073	 45.7052	 45.7052	 73.0645	 45.6935	 45.6935	 
95.7	 73.0675	 45.7091	 45.7091	 73.0592	 45.6973	 45.6973	 
95.8	 73.06	 45.715	 45.715	 73.0521	 45.7029	 45.7029	 
95.9	 73.053	 45.7209	 45.7209	 73.0447	 45.709	 45.709	 
96	 73.0482	 45.725	 45.725	 73.0403	 45.7128	 45.7128	 
96.1	 73.049	 45.7242	 45.7242	 73.0413	 45.7118	 45.7118	 
96.2	 73.058	 45.7166	 45.7166	 73.0501	 45.7045	 45.7045	 
96.3	 73.0694	 45.7077	 45.7077	 73.0607	 45.6961	 45.6961	 
96.4	 73.0744	 45.704	 45.704	 73.0659	 45.6923	 45.6923	 
96.5	 73.073	 45.7051	 45.7051	 73.0646	 45.6934	 45.6934	 
96.6	 73.0678	 45.7089	 45.7089	 73.0596	 45.697	 45.697	 
96.7	 73.0605	 45.7146	 45.7146	 73.0525	 45.7025	 45.7025	 
96.8	 73.0533	 45.7207	 45.7207	 73.0452	 45.7086	 45.7086	 
96.9	 73.0487	 45.7246	 45.7246	 73.0406	 45.7126	 45.7126	 
97	 73.0487	 45.7244	 45.7244	 73.041	 45.712	 45.712	 
97.1	 73.0575	 45.7171	 45.7171	 73.0494	 45.7051	 45.7051	 
97.2	 73.0685	 45.7084	 45.7084	 73.0602	 45.6965	 45.6965	 
97.3	 73.0744	 45.704	 45.704	 73.0658	 45.6923	 45.6923	 
97.4	 73.073	 45.7052	 45.7052	 73.0647	 45.6933	 45.6933	 
97.5	 73.0682	 45.7087	 45.7087	 73.06	 45.6967	 45.6967	 
97.6	 73.0611	 45.7142	 45.7142	 73.0529	 45.7022	 45.7022	 
97.7	 73.0536	 45.7204	 45.7204	 73.0457	 45.7082	 45.7082	 
97.8	 73.0489	 45.7244	 45.7244	 73.0409	 45.7123	 45.7123	 
97.9	 73.0486	 45.7245	 45.7245	 73.0408	 45.7122	 45.7122	 
98	 73.0567	 45.7177	 45.7177	 73.0488	 45.7056	 45.7056	 
98.1	 73.0678	 45.7088	 45.7088	 73.0594	 45.6971	 45.6971	 
98.2	 73.0743	 45.704	 45.704	 73.0657	 45.6924	 45.6924	 
98.3	 73.0732	 45.705	 45.705	 73.0647	 45.6933	 45.6933	 
98.4	 73.0688	 45.7082	 45.7082	 73.0601	 45.6967	 45.6967	 
98.5	 73.0616	 45.7137	 45.7137	 73.0532	 45.702	 45.702	 
98.6	 73.0542	 45.7198	 45.7198	 73.046	 45.7079	 45.7079	 
98.7	 73.0493	 45.7241	 45.7241	 73.0412	 45.7121	 45.7121	 
98.8	 73.0486	 45.7245	 45.7245	 73.0408	 45.7123	 45.7123	 
98.9	 73.056	 45.7183	 45.7183	 73.0481	 45.7061	 45.7061	 
99	 73.0673	 45.7093	 45.7093	 73.0587	 45.6977	 45.6977	 
99.1	 73.0741	 45.7042	 45.7042	 73.0655	 45.6925	 45.6925	 
99.2	 73.0731	 45.705	 45.705	 73.0649	 45.6931	 45.6931	 
99.3	 73.0689	 45.7081	 45.7081	 73.0605	 45.6964	 45.6964	 
99.4	 73.0619	 45.7135	 45.7135	 73.0537	 45.7016	 45.7016	 
99.5	 73.0544	 45.7197	 45.7197	 73.0466	 45.7074	 45.7074	 
99.6	 73.0493	 45.724	 45.724	 73.0415	 45.7118	 45.7118	 
99.7	 73.0484	 45.7247	 45.7247	 73.041	 45.7121	 45.7121	 
99.8	 73.0552	 45.7189	 45.7189	 73.0474	 45.7066	 45.7066	 
99.9	 73.0664	 45.7099	 45.7099	 73.0582	 45.698	 45.698	 
100	 73.0738	 45.7043	 45.7043	 73.0652	 45.6928	 45.6928	 
