Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 ANCHTEN1	 ANCHTEN2	 ANCHTEN3	 
32.9	 73.0792	 45.7007	 45.7007	 73.0702	 45.6893	 45.6893	 
33	 73.085	 45.6975	 45.6975	 73.0781	 45.6846	 45.6846	 
33.1	 73.0888	 45.6942	 45.6942	 73.0799	 45.6828	 45.6828	 
33.2	 73.0774	 45.7016	 45.7016	 73.0695	 45.6894	 45.6894	 
33.3	 73.0566	 45.7179	 45.7179	 73.0481	 45.7063	 45.7063	 
33.4	 73.0367	 45.7354	 45.7354	 73.0287	 45.7233	 45.7233	 
33.5	 73.0305	 45.7412	 45.7412	 73.0226	 45.729	 45.729	 
33.6	 73.043	 45.7299	 45.7299	 73.0347	 45.7181	 45.7181	 
33.7	 73.0636	 45.7122	 45.7122	 73.0543	 45.7012	 45.7012	 
33.8	 73.0783	 45.7012	 45.7012	 73.0693	 45.6899	 45.6899	 
33.9	 73.085	 45.6975	 45.6975	 73.0767	 45.6856	 45.6856	 
34	 73.0883	 45.6946	 45.6946	 73.0797	 45.683	 45.683	 
34.1	 73.0786	 45.7007	 45.7007	 73.0697	 45.6893	 45.6893	 
34.2	 73.0588	 45.7161	 45.7161	 73.0497	 45.7049	 45.7049	 
34.3	 73.0373	 45.7348	 45.7348	 73.0297	 45.7223	 45.7223	 
34.4	 73.0311	 45.7407	 45.7407	 73.0233	 45.7284	 45.7284	 
34.5	 73.0404	 45.732	 45.732	 73.0339	 45.7188	 45.7188	 
34.6	 73.062	 45.7136	 45.7136	 73.0537	 45.7016	 45.7016	 
34.7	 73.0768	 45.7023	 45.7023	 73.0685	 45.6904	 45.6904	 
34.8	 73.0846	 45.6976	 45.6976	 73.0762	 45.6859	 45.6859	 
34.9	 73.088	 45.6948	 45.6948	 73.0788	 45.6837	 45.6837	 
35	 73.0793	 45.7003	 45.7003	 73.0705	 45.6887	 45.6887	 
35.1	 73.0602	 45.715	 45.715	 73.0512	 45.7037	 45.7037	 
35.2	 73.038	 45.734	 45.734	 73.0311	 45.7211	 45.7211	 
35.3	 73.0321	 45.7398	 45.7398	 73.0238	 45.7279	 45.7279	 
35.4	 73.0393	 45.7329	 45.7329	 73.0328	 45.7197	 45.7197	 
35.5	 73.0615	 45.714	 45.714	 73.0528	 45.7024	 45.7024	 
35.6	 73.0758	 45.703	 45.703	 73.0677	 45.691	 45.691	 
35.7	 73.0843	 45.6977	 45.6977	 73.0757	 45.6861	 45.6861	 
35.8	 73.0866	 45.6959	 45.6959	 73.0784	 45.684	 45.684	 
35.9	 73.0799	 45.6998	 45.6998	 73.0712	 45.6883	 45.6883	 
36	 73.0606	 45.7146	 45.7146	 73.0529	 45.7023	 45.7023	 
36.1	 73.0395	 45.7327	 45.7327	 73.0324	 45.7199	 45.7199	 
36.2	 73.0321	 45.7398	 45.7398	 73.0248	 45.727	 45.727	 
36.3	 73.0387	 45.7335	 45.7335	 73.0319	 45.7205	 45.7205	 
36.4	 73.0601	 45.7151	 45.7151	 73.0517	 45.7034	 45.7034	 
36.5	 73.0744	 45.704	 45.704	 73.0669	 45.6915	 45.6915	 
36.6	 73.0841	 45.6977	 45.6977	 73.0749	 45.6866	 45.6866	 
36.7	 73.0862	 45.6962	 45.6962	 73.0773	 45.6848	 45.6848	 
36.8	 73.0818	 45.6984	 45.6984	 73.0712	 45.6883	 45.6883	 
36.9	 73.0625	 45.7131	 45.7131	 73.0537	 45.7016	 45.7016	 
37	 73.0417	 45.7308	 45.7308	 73.0337	 45.7187	 45.7187	 
37.1	 73.0326	 45.7392	 45.7392	 73.0249	 45.7269	 45.7269	 
37.2	 73.0387	 45.7335	 45.7335	 73.0311	 45.7212	 45.7212	 
37.3	 73.0588	 45.7161	 45.7161	 73.0501	 45.7046	 45.7046	 
37.4	 73.0745	 45.7038	 45.7038	 73.0658	 45.6923	 45.6923	 
37.5	 73.0838	 45.6979	 45.6979	 73.0743	 45.687	 45.687	 
37.6	 73.0856	 45.6967	 45.6967	 73.0769	 45.6852	 45.6852	 
37.7	 73.0816	 45.6986	 45.6986	 73.0721	 45.6876	 45.6876	 
37.8	 73.063	 45.7127	 45.7127	 73.055	 45.7006	 45.7006	 
37.9	 73.0422	 45.7303	 45.7303	 73.0358	 45.7169	 45.7169	 
38	 73.0317	 45.7399	 45.7399	 73.0259	 45.726	 45.726	 
38.1	 73.0382	 45.734	 45.734	 73.0311	 45.7212	 45.7212	 
38.2	 73.0567	 45.7179	 45.7179	 73.0488	 45.7057	 45.7057	 
38.3	 73.0739	 45.7042	 45.7042	 73.0652	 45.6927	 45.6927	 
38.4	 73.0821	 45.6991	 45.6991	 73.074	 45.6871	 45.6871	 
38.5	 73.0847	 45.6974	 45.6974	 73.0767	 45.6853	 45.6853	 
38.6	 73.0817	 45.6986	 45.6986	 73.0723	 45.6875	 45.6875	 
38.7	 73.0643	 45.7117	 45.7117	 73.0564	 45.6994	 45.6994	 
38.8	 73.0447	 45.7281	 45.7281	 73.0365	 45.7162	 45.7162	 
38.9	 73.0327	 45.739	 45.739	 73.0261	 45.7257	 45.7257	 
39	 73.0389	 45.7335	 45.7335	 73.0306	 45.7217	 45.7217	 
39.1	 73.0554	 45.719	 45.719	 73.0471	 45.7072	 45.7072	 
39.2	 73.0741	 45.704	 45.704	 73.0642	 45.6934	 45.6934	 
39.3	 73.0813	 45.6996	 45.6996	 73.073	 45.6877	 45.6877	 
39.4	 73.085	 45.6971	 45.6971	 73.0762	 45.6857	 45.6857	 
39.5	 73.0816	 45.6987	 45.6987	 73.0726	 45.6874	 45.6874	 
39.6	 73.0662	 45.7101	 45.7101	 73.0574	 45.6986	 45.6986	 
39.7	 73.0457	 45.7273	 45.7273	 73.038	 45.7149	 45.7149	 
39.8	 73.0332	 45.7385	 45.7385	 73.0265	 45.7253	 45.7253	 
39.9	 73.038	 45.7342	 45.7342	 73.0305	 45.7217	 45.7217	 
40	 73.0536	 45.7204	 45.7204	 73.0457	 45.7083	 45.7083	 
40.1	 73.0733	 45.7046	 45.7046	 73.0637	 45.6938	 45.6938	 
40.2	 73.0807	 45.7	 45.7	 73.0722	 45.6883	 45.6883	 
40.3	 73.0849	 45.6972	 45.6972	 73.0759	 45.6859	 45.6859	 
40.4	 73.0807	 45.6994	 45.6994	 73.0729	 45.6872	 45.6872	 
40.5	 73.0677	 45.7089	 45.7089	 73.0586	 45.6977	 45.6977	 
40.6	 73.0467	 45.7263	 45.7263	 73.0391	 45.7139	 45.7139	 
40.7	 73.0345	 45.7373	 45.7373	 73.0271	 45.7247	 45.7247	 
40.8	 73.038	 45.7342	 45.7342	 73.03	 45.7222	 45.7222	 
40.9	 73.0527	 45.7213	 45.7213	 73.0448	 45.7091	 45.7091	 
41	 73.0723	 45.7054	 45.7054	 73.0628	 45.6944	 45.6944	 
41.1	 73.0797	 45.7006	 45.7006	 73.0719	 45.6883	 45.6883	 
41.2	 73.084	 45.6978	 45.6978	 73.0758	 45.6859	 45.6859	 
41.3	 73.0803	 45.6998	 45.6998	 73.0728	 45.6873	 45.6873	 
41.4	 73.0686	 45.7082	 45.7082	 73.0603	 45.6964	 45.6964	 
41.5	 73.0478	 45.7254	 45.7254	 73.0403	 45.7129	 45.7129	 
41.6	 73.0355	 45.7364	 45.7364	 73.0279	 45.724	 45.724	 
41.7	 73.037	 45.7351	 45.7351	 73.0298	 45.7223	 45.7223	 
41.8	 73.0513	 45.7224	 45.7224	 73.044	 45.7097	 45.7097	 
41.9	 73.0705	 45.7068	 45.7068	 73.0619	 45.6951	 45.6951	 
42	 73.0796	 45.7006	 45.7006	 73.0715	 45.6886	 45.6886	 
42.1	 73.0838	 45.6979	 45.6979	 73.075	 45.6865	 45.6865	 
42.2	 73.0812	 45.6991	 45.6991	 73.0724	 45.6877	 45.6877	 
42.3	 73.0705	 45.7067	 45.7067	 73.0608	 45.696	 45.696	 
42.4	 73.0494	 45.724	 45.724	 73.0414	 45.7119	 45.7119	 
42.5	 73.037	 45.7351	 45.7351	 73.0282	 45.7236	 45.7236	 
42.6	 73.0368	 45.7352	 45.7352	 73.0294	 45.7226	 45.7226	 
42.7	 73.0515	 45.7223	 45.7223	 73.0425	 45.711	 45.711	 
42.8	 73.0691	 45.7078	 45.7078	 73.0608	 45.696	 45.696	 
42.9	 73.08	 45.7001	 45.7001	 73.0711	 45.6888	 45.6888	 
43	 73.0831	 45.6984	 45.6984	 73.0742	 45.6871	 45.6871	 
43.1	 73.0813	 45.6991	 45.6991	 73.0726	 45.6876	 45.6876	 
43.2	 73.0705	 45.7067	 45.7067	 73.0619	 45.6951	 45.6951	 
43.3	 73.0504	 45.7231	 45.7231	 73.043	 45.7106	 45.7106	 
43.4	 73.0368	 45.7352	 45.7352	 73.0296	 45.7224	 45.7224	 
43.5	 73.0363	 45.7357	 45.7357	 73.0294	 45.7227	 45.7227	 
43.6	 73.0499	 45.7236	 45.7236	 73.0422	 45.7113	 45.7113	 
43.7	 73.0672	 45.7093	 45.7093	 73.0597	 45.6968	 45.6968	 
43.8	 73.0793	 45.7006	 45.7006	 73.0711	 45.6887	 45.6887	 
43.9	 73.0817	 45.6996	 45.6996	 73.0739	 45.6872	 45.6872	 
44	 73.0817	 45.6988	 45.6988	 73.0726	 45.6876	 45.6876	 
44.1	 73.0713	 45.7062	 45.7062	 73.0624	 45.6947	 45.6947	 
44.2	 73.0526	 45.7213	 45.7213	 73.0443	 45.7095	 45.7095	 
44.3	 73.0376	 45.7345	 45.7345	 73.0303	 45.7217	 45.7217	 
44.4	 73.0367	 45.7354	 45.7354	 73.0293	 45.7228	 45.7228	 
44.5	 73.0493	 45.7242	 45.7242	 73.0412	 45.7122	 45.7122	 
44.6	 73.0664	 45.71	 45.71	 73.0583	 45.6979	 45.6979	 
44.7	 73.0796	 45.7003	 45.7003	 73.0703	 45.6892	 45.6892	 
44.8	 73.0814	 45.6997	 45.6997	 73.0734	 45.6876	 45.6876	 
44.9	 73.0824	 45.6984	 45.6984	 73.0723	 45.6879	 45.6879	 
45	 73.0718	 45.7058	 45.7058	 73.0629	 45.6944	 45.6944	 
45.1	 73.054	 45.7201	 45.7201	 73.0459	 45.7081	 45.7081	 
45.2	 73.0378	 45.7342	 45.7342	 73.031	 45.7211	 45.7211	 
45.3	 73.0364	 45.7355	 45.7355	 73.0296	 45.7225	 45.7225	 
45.4	 73.0481	 45.7252	 45.7252	 73.0403	 45.713	 45.713	 
45.5	 73.0657	 45.7105	 45.7105	 73.057	 45.699	 45.699	 
45.6	 73.0791	 45.7006	 45.7006	 73.0697	 45.6896	 45.6896	 
45.7	 73.0812	 45.6998	 45.6998	 73.073	 45.6879	 45.6879	 
45.8	 73.0818	 45.6988	 45.6988	 73.0723	 45.6879	 45.6879	 
45.9	 73.0722	 45.7055	 45.7055	 73.0637	 45.6938	 45.6938	 
46	 73.0559	 45.7186	 45.7186	 73.047	 45.7072	 45.7072	 
46.1	 73.0385	 45.7335	 45.7335	 73.0318	 45.7204	 45.7204	 
46.2	 73.0373	 45.7348	 45.7348	 73.0295	 45.7226	 45.7226	 
46.3	 73.047	 45.726	 45.726	 73.0395	 45.7136	 45.7136	 
46.4	 73.065	 45.711	 45.711	 73.0558	 45.6999	 45.6999	 
46.5	 73.0779	 45.7015	 45.7015	 73.0692	 45.6898	 45.6898	 
46.6	 73.081	 45.6999	 45.6999	 73.0728	 45.688	 45.688	 
46.7	 73.0807	 45.6997	 45.6997	 73.0725	 45.6878	 45.6878	 
46.8	 73.0726	 45.7052	 45.7052	 73.0646	 45.693	 45.693	 
46.9	 73.0568	 45.7178	 45.7178	 73.0485	 45.7059	 45.7059	 
47	 73.0393	 45.7328	 45.7328	 73.0328	 45.7195	 45.7195	 
47.1	 73.0369	 45.7351	 45.7351	 73.0298	 45.7223	 45.7223	 
47.2	 73.0457	 45.7272	 45.7272	 73.0388	 45.7142	 45.7142	 
47.3	 73.0636	 45.7122	 45.7122	 73.0551	 45.7005	 45.7005	 
47.4	 73.0772	 45.7019	 45.7019	 73.0681	 45.6906	 45.6906	 
47.5	 73.0813	 45.6996	 45.6996	 73.0727	 45.688	 45.688	 
47.6	 73.0805	 45.6999	 45.6999	 73.072	 45.6883	 45.6883	 
47.7	 73.074	 45.7041	 45.7041	 73.065	 45.6928	 45.6928	 
47.8	 73.0579	 45.7169	 45.7169	 73.0495	 45.7051	 45.7051	 
47.9	 73.0412	 45.7312	 45.7312	 73.0334	 45.7189	 45.7189	 
48	 73.0376	 45.7346	 45.7346	 73.0293	 45.7227	 45.7227	 
48.1	 73.0457	 45.7272	 45.7272	 73.0379	 45.715	 45.715	 
48.2	 73.0631	 45.7125	 45.7125	 73.0538	 45.7016	 45.7016	 
48.3	 73.0766	 45.7023	 45.7023	 73.0673	 45.6912	 45.6912	 
48.4	 73.0815	 45.6993	 45.6993	 73.0724	 45.6881	 45.6881	 
48.5	 73.0795	 45.7007	 45.7007	 73.0718	 45.6884	 45.6884	 
48.6	 73.0745	 45.7037	 45.7037	 73.0657	 45.6922	 45.6922	 
48.7	 73.0583	 45.7165	 45.7165	 73.0507	 45.7041	 45.7041	 
48.8	 73.0423	 45.7302	 45.7302	 73.0347	 45.7178	 45.7178	 
48.9	 73.0371	 45.7349	 45.7349	 73.0294	 45.7225	 45.7225	 
49	 73.045	 45.7278	 45.7278	 73.0376	 45.7153	 45.7153	 
49.1	 73.0612	 45.7141	 45.7141	 73.0529	 45.7022	 45.7022	 
49.2	 73.075	 45.7035	 45.7035	 73.0672	 45.6912	 45.6912	 
49.3	 73.0809	 45.6997	 45.6997	 73.0724	 45.688	 45.688	 
49.4	 73.0792	 45.701	 45.701	 73.0714	 45.6887	 45.6887	 
49.5	 73.0752	 45.7032	 45.7032	 73.0662	 45.6919	 45.6919	 
49.6	 73.0595	 45.7155	 45.7155	 73.0517	 45.7032	 45.7032	 
49.7	 73.044	 45.7287	 45.7287	 73.0356	 45.7169	 45.7169	 
49.8	 73.0369	 45.735	 45.735	 73.0296	 45.7224	 45.7224	 
49.9	 73.0451	 45.7278	 45.7278	 73.0369	 45.7159	 45.7159	 
50	 73.0597	 45.7153	 45.7153	 73.052	 45.703	 45.703	 
50.1	 73.075	 45.7034	 45.7034	 73.0661	 45.692	 45.692	 
50.2	 73.0807	 45.6998	 45.6998	 73.0723	 45.6881	 45.6881	 
50.3	 73.0794	 45.7008	 45.7008	 73.0712	 45.6889	 45.6889	 
50.4	 73.0757	 45.7029	 45.7029	 73.0663	 45.6918	 45.6918	 
50.5	 73.0607	 45.7146	 45.7146	 73.0527	 45.7024	 45.7024	 
50.6	 73.0447	 45.7281	 45.7281	 73.037	 45.7158	 45.7158	 
50.7	 73.0368	 45.7351	 45.7351	 73.0298	 45.7222	 45.7222	 
50.8	 73.0448	 45.7281	 45.7281	 73.0364	 45.7163	 45.7163	 
50.9	 73.0585	 45.7163	 45.7163	 73.0508	 45.704	 45.704	 
51	 73.0743	 45.7039	 45.7039	 73.0655	 45.6925	 45.6925	 
51.1	 73.0803	 45.7	 45.7	 73.0717	 45.6884	 45.6884	 
51.2	 73.0794	 45.7008	 45.7008	 73.0711	 45.689	 45.689	 
51.3	 73.0758	 45.7028	 45.7028	 73.0663	 45.6919	 45.6919	 
51.4	 73.0623	 45.7132	 45.7132	 73.0536	 45.7017	 45.7017	 
51.5	 73.046	 45.727	 45.727	 73.0378	 45.7151	 45.7151	 
51.6	 73.0374	 45.7345	 45.7345	 73.03	 45.7219	 45.7219	 
51.7	 73.0442	 45.7286	 45.7286	 73.036	 45.7166	 45.7166	 
51.8	 73.0575	 45.7171	 45.7171	 73.0498	 45.7048	 45.7048	 
51.9	 73.0735	 45.7045	 45.7045	 73.0646	 45.6931	 45.6931	 
52	 73.0795	 45.7006	 45.7006	 73.0717	 45.6884	 45.6884	 
52.1	 73.0795	 45.7007	 45.7007	 73.0711	 45.689	 45.689	 
52.2	 73.0752	 45.7033	 45.7033	 73.0667	 45.6917	 45.6917	 
52.3	 73.0636	 45.7122	 45.7122	 73.0548	 45.7007	 45.7007	 
52.4	 73.0462	 45.7267	 45.7267	 73.0391	 45.714	 45.714	 
52.5	 73.0373	 45.7346	 45.7346	 73.0309	 45.7212	 45.7212	 
52.6	 73.0429	 45.7297	 45.7297	 73.0357	 45.7169	 45.7169	 
52.7	 73.0564	 45.718	 45.718	 73.0491	 45.7054	 45.7054	 
52.8	 73.0726	 45.7052	 45.7052	 73.0636	 45.6939	 45.6939	 
52.9	 73.0796	 45.7005	 45.7005	 73.0712	 45.6887	 45.6887	 
53	 73.0798	 45.7006	 45.7006	 73.0709	 45.6892	 45.6892	 
53.1	 73.0752	 45.7034	 45.7034	 73.0667	 45.6917	 45.6917	 
53.2	 73.0651	 45.711	 45.711	 73.0557	 45.7	 45.7	 
53.3	 73.0474	 45.7257	 45.7257	 73.0398	 45.7133	 45.7133	 
53.4	 73.0387	 45.7334	 45.7334	 73.031	 45.721	 45.721	 
53.5	 73.0427	 45.7299	 45.7299	 73.035	 45.7175	 45.7175	 
53.6	 73.0565	 45.7179	 45.7179	 73.0479	 45.7063	 45.7063	 
53.7	 73.0717	 45.7058	 45.7058	 73.0625	 45.6947	 45.6947	 
53.8	 73.08	 45.7001	 45.7001	 73.0705	 45.6892	 45.6892	 
53.9	 73.0793	 45.7009	 45.7009	 73.071	 45.6891	 45.6891	 
54	 73.0751	 45.7035	 45.7035	 73.0668	 45.6916	 45.6916	 
54.1	 73.0658	 45.7104	 45.7104	 73.0568	 45.6991	 45.6991	 
54.2	 73.0482	 45.725	 45.725	 73.0409	 45.7123	 45.7123	 
54.3	 73.0391	 45.733	 45.733	 73.0316	 45.7205	 45.7205	 
54.4	 73.0416	 45.7308	 45.7308	 73.0347	 45.7178	 45.7178	 
54.5	 73.0554	 45.7189	 45.7189	 73.0474	 45.7068	 45.7068	 
54.6	 73.07	 45.7072	 45.7072	 73.0616	 45.6954	 45.6954	 
54.7	 73.0794	 45.7005	 45.7005	 73.0706	 45.689	 45.689	 
54.8	 73.0792	 45.701	 45.701	 73.0707	 45.6893	 45.6893	 
54.9	 73.0751	 45.7035	 45.7035	 73.0671	 45.6914	 45.6914	 
55	 73.0665	 45.7099	 45.7099	 73.0577	 45.6984	 45.6984	 
55.1	 73.0495	 45.7239	 45.7239	 73.0421	 45.7113	 45.7113	 
55.2	 73.0397	 45.7325	 45.7325	 73.032	 45.7201	 45.7201	 
55.3	 73.0414	 45.7309	 45.7309	 73.0342	 45.7182	 45.7182	 
55.4	 73.0549	 45.7193	 45.7193	 73.0465	 45.7075	 45.7075	 
55.5	 73.069	 45.7079	 45.7079	 73.0607	 45.6961	 45.6961	 
55.6	 73.0795	 45.7003	 45.7003	 73.0701	 45.6893	 45.6893	 
55.7	 73.079	 45.7012	 45.7012	 73.0707	 45.6893	 45.6893	 
55.8	 73.0754	 45.7034	 45.7034	 73.0672	 45.6914	 45.6914	 
55.9	 73.0666	 45.7098	 45.7098	 73.0585	 45.6977	 45.6977	 
56	 73.0509	 45.7227	 45.7227	 73.0432	 45.7104	 45.7104	 
56.1	 73.04	 45.7322	 45.7322	 73.0325	 45.7197	 45.7197	 
56.2	 73.0415	 45.7309	 45.7309	 73.0338	 45.7186	 45.7186	 
56.3	 73.0541	 45.72	 45.72	 73.0455	 45.7084	 45.7084	 
56.4	 73.068	 45.7087	 45.7087	 73.0599	 45.6967	 45.6967	 
56.5	 73.0791	 45.7006	 45.7006	 73.0696	 45.6897	 45.6897	 
56.6	 73.0787	 45.7013	 45.7013	 73.0707	 45.6893	 45.6893	 
56.7	 73.0758	 45.703	 45.703	 73.067	 45.6916	 45.6916	 
56.8	 73.0675	 45.7091	 45.7091	 73.0588	 45.6975	 45.6975	 
56.9	 73.0527	 45.7212	 45.7212	 73.0443	 45.7095	 45.7095	 
57	 73.0406	 45.7317	 45.7317	 73.0328	 45.7194	 45.7194	 
57.1	 73.0418	 45.7307	 45.7307	 73.0335	 45.7188	 45.7188	 
57.2	 73.053	 45.7209	 45.7209	 73.0446	 45.7091	 45.7091	 
57.3	 73.0672	 45.7093	 45.7093	 73.0591	 45.6973	 45.6973	 
57.4	 73.0779	 45.7015	 45.7015	 73.0694	 45.6897	 45.6897	 
57.5	 73.0789	 45.7012	 45.7012	 73.0707	 45.6892	 45.6892	 
57.6	 73.0756	 45.7033	 45.7033	 73.0673	 45.6914	 45.6914	 
57.7	 73.0677	 45.7089	 45.7089	 73.0595	 45.697	 45.697	 
57.8	 73.0536	 45.7204	 45.7204	 73.0457	 45.7083	 45.7083	 
57.9	 73.0404	 45.7318	 45.7318	 73.0336	 45.7187	 45.7187	 
58	 73.0412	 45.7312	 45.7312	 73.0338	 45.7186	 45.7186	 
58.1	 73.0516	 45.7221	 45.7221	 73.044	 45.7097	 45.7097	 
58.2	 73.0666	 45.7098	 45.7098	 73.0583	 45.6979	 45.6979	 
58.3	 73.077	 45.7021	 45.7021	 73.0688	 45.6902	 45.6902	 
58.4	 73.0791	 45.701	 45.701	 73.0709	 45.689	 45.689	 
58.5	 73.0757	 45.7032	 45.7032	 73.067	 45.6917	 45.6917	 
58.6	 73.0685	 45.7083	 45.7083	 73.0599	 45.6967	 45.6967	 
58.7	 73.0553	 45.719	 45.719	 73.0463	 45.7077	 45.7077	 
58.8	 73.0414	 45.7309	 45.7309	 73.0342	 45.7182	 45.7182	 
58.9	 73.0417	 45.7307	 45.7307	 73.0334	 45.7189	 45.7189	 
59	 73.0511	 45.7225	 45.7225	 73.043	 45.7105	 45.7105	 
59.1	 73.0662	 45.7101	 45.7101	 73.0574	 45.6986	 45.6986	 
59.2	 73.0765	 45.7025	 45.7025	 73.0679	 45.6908	 45.6908	 
59.3	 73.0796	 45.7006	 45.7006	 73.0707	 45.6891	 45.6891	 
59.4	 73.0753	 45.7036	 45.7036	 73.0671	 45.6916	 45.6916	 
59.5	 73.0693	 45.7077	 45.7077	 73.0602	 45.6964	 45.6964	 
59.6	 73.0562	 45.7183	 45.7183	 73.0474	 45.7068	 45.7068	 
59.7	 73.0421	 45.7303	 45.7303	 73.0349	 45.7175	 45.7175	 
59.8	 73.0409	 45.7314	 45.7314	 73.0336	 45.7188	 45.7188	 
59.9	 73.0498	 45.7235	 45.7235	 73.0426	 45.7108	 45.7108	 
60	 73.0651	 45.711	 45.711	 73.0566	 45.6993	 45.6993	 
60.1	 73.0756	 45.7031	 45.7031	 73.0674	 45.6912	 45.6912	 
60.2	 73.0797	 45.7004	 45.7004	 73.0707	 45.6892	 45.6892	 
60.3	 73.0752	 45.7037	 45.7037	 73.0672	 45.6916	 45.6916	 
60.4	 73.0698	 45.7073	 45.7073	 73.0607	 45.6961	 45.6961	 
60.5	 73.0568	 45.7177	 45.7177	 73.0486	 45.7059	 45.7059	 
60.6	 73.0432	 45.7294	 45.7294	 73.0357	 45.7168	 45.7168	 
60.7	 73.0406	 45.7316	 45.7316	 73.0334	 45.7189	 45.7189	 
60.8	 73.0494	 45.7239	 45.7239	 73.0421	 45.7113	 45.7113	 
60.9	 73.0643	 45.7116	 45.7116	 73.0556	 45.7001	 45.7001	 
61	 73.0754	 45.7033	 45.7033	 73.0667	 45.6917	 45.6917	 
61.1	 73.0795	 45.7005	 45.7005	 73.0707	 45.6891	 45.6891	 
61.2	 73.0754	 45.7036	 45.7036	 73.0672	 45.6916	 45.6916	 
61.3	 73.0697	 45.7074	 45.7074	 73.0613	 45.6956	 45.6956	 
61.4	 73.0576	 45.7171	 45.7171	 73.0495	 45.705	 45.705	 
61.5	 73.0442	 45.7285	 45.7285	 73.0366	 45.7161	 45.7161	 
61.6	 73.0404	 45.7318	 45.7318	 73.0333	 45.719	 45.719	 
61.7	 73.0491	 45.7241	 45.7241	 73.0414	 45.7119	 45.7119	 
61.8	 73.063	 45.7126	 45.7126	 73.0546	 45.7008	 45.7008	 
61.9	 73.0749	 45.7036	 45.7036	 73.0661	 45.6921	 45.6921	 
62	 73.0795	 45.7005	 45.7005	 73.0701	 45.6895	 45.6895	 
62.1	 73.0758	 45.7033	 45.7033	 73.0674	 45.6915	 45.6915	 
62.2	 73.0702	 45.707	 45.707	 73.0613	 45.6956	 45.6956	 
62.3	 73.0588	 45.7161	 45.7161	 73.0505	 45.7043	 45.7043	 
62.4	 73.0455	 45.7274	 45.7274	 73.0372	 45.7155	 45.7155	 
62.5	 73.0404	 45.7318	 45.7318	 73.0332	 45.719	 45.719	 
62.6	 73.049	 45.7243	 45.7243	 73.0406	 45.7125	 45.7125	 
62.7	 73.0619	 45.7135	 45.7135	 73.0537	 45.7016	 45.7016	 
62.8	 73.0745	 45.7038	 45.7038	 73.0656	 45.6924	 45.6924	 
62.9	 73.0789	 45.7009	 45.7009	 73.07	 45.6895	 45.6895	 
63	 73.0761	 45.7031	 45.7031	 73.0678	 45.6912	 45.6912	 
63.1	 73.0698	 45.7074	 45.7074	 73.0617	 45.6953	 45.6953	 
63.2	 73.0594	 45.7156	 45.7156	 73.0517	 45.7033	 45.7033	 
63.3	 73.0456	 45.7272	 45.7272	 73.0385	 45.7144	 45.7144	 
63.4	 73.0403	 45.7318	 45.7318	 73.0332	 45.719	 45.719	 
63.5	 73.0481	 45.7251	 45.7251	 73.0402	 45.7129	 45.7129	 
63.6	 73.0608	 45.7144	 45.7144	 73.053	 45.7022	 45.7022	 
63.7	 73.0739	 45.7043	 45.7043	 73.065	 45.6929	 45.6929	 
63.8	 73.0782	 45.7015	 45.7015	 73.0701	 45.6895	 45.6895	 
63.9	 73.0765	 45.7027	 45.7027	 73.0679	 45.6911	 45.6911	 
64	 73.0699	 45.7073	 45.7073	 73.0618	 45.6953	 45.6953	 
64.1	 73.0608	 45.7144	 45.7144	 73.0523	 45.7028	 45.7028	 
64.2	 73.0469	 45.7261	 45.7261	 73.0391	 45.7139	 45.7139	 
64.3	 73.0411	 45.7312	 45.7312	 73.0332	 45.719	 45.719	 
64.4	 73.0479	 45.7253	 45.7253	 73.0394	 45.7136	 45.7136	 
64.5	 73.0604	 45.7148	 45.7148	 73.0519	 45.703	 45.703	 
64.6	 73.0732	 45.7047	 45.7047	 73.0642	 45.6934	 45.6934	 
64.7	 73.078	 45.7016	 45.7016	 73.0698	 45.6896	 45.6896	 
64.8	 73.0768	 45.7025	 45.7025	 73.0681	 45.691	 45.691	 
64.9	 73.0702	 45.7071	 45.7071	 73.0619	 45.6953	 45.6953	 
65	 73.0617	 45.7137	 45.7137	 73.0531	 45.7021	 45.7021	 
65.1	 73.0477	 45.7254	 45.7254	 73.0399	 45.7132	 45.7132	 
65.2	 73.041	 45.7313	 45.7313	 73.0337	 45.7186	 45.7186	 
65.3	 73.0468	 45.7261	 45.7261	 73.0389	 45.714	 45.714	 
65.4	 73.0594	 45.7155	 45.7155	 73.0513	 45.7035	 45.7035	 
65.5	 73.0721	 45.7056	 45.7056	 73.0636	 45.6939	 45.6939	 
65.6	 73.0779	 45.7016	 45.7016	 73.0696	 45.6897	 45.6897	 
65.7	 73.0768	 45.7025	 45.7025	 73.0682	 45.6909	 45.6909	 
65.8	 73.0703	 45.7071	 45.7071	 73.0623	 45.6949	 45.6949	 
65.9	 73.0626	 45.713	 45.713	 73.0534	 45.7018	 45.7018	 
66	 73.0486	 45.7247	 45.7247	 73.041	 45.7123	 45.7123	 
66.1	 73.0415	 45.7308	 45.7308	 73.0338	 45.7185	 45.7185	 
66.2	 73.046	 45.7268	 45.7268	 73.0386	 45.7143	 45.7143	 
66.3	 73.059	 45.7159	 45.7159	 73.0505	 45.7041	 45.7041	 
66.4	 73.0712	 45.7063	 45.7063	 73.0628	 45.6945	 45.6945	 
66.5	 73.0778	 45.7017	 45.7017	 73.0695	 45.6898	 45.6898	 
66.6	 73.0765	 45.7028	 45.7028	 73.0684	 45.6908	 45.6908	 
